nome,data_nasc,cpf,mae,celular,email,telefone_fixo
Andreia Yasmin Porto,05-01-1985,66561919327,Débora Eloá Maria ,998101694,andreiayasminporto_@folha.com.br,35366743
Vinicius Fernando Hugo Corte Real,01-04-1941,22032192624,Luzia Isabel ,999589266,viniciusfernandohugocortereal_@outlook.com.br,27431635
João Cláudio Silveira,23-02-1956,97555611457,Joana Andreia Emilly ,993999256,jjoaoclaudiosilveira@bessa.net.br,37928712
Edson Henry Joaquim da Luz,10-02-1952,48981198403,Maya Allana Liz ,986943817,edsonhenryjoaquimdaluz_@vetech.vet.br,27018236
Arthur Cauã Tiago Fogaça,10-08-1956,86731501913,Giovana Beatriz ,998015916,aarthurcauatiagofogaca@ssala.com.br,28981014
Antonio Guilherme Anderson Santos,14-03-1994,64279706158,Joana Tatiane ,992303057,antonioguilhermeandersonsantos__antonioguilhermeandersonsantos@ftcomercial.com.br,29773635
Laís Rita Campos,16-03-1980,32260507530,Maria Natália ,988280517,laisritacampos-86@brasfrutmanaus.com.br,28662934
Yuri Daniel Luís das Neves,21-04-1973,13764673052,Sophia Heloise Sandra ,982535002,yuridanielluisdasneves..yuridanielluisdasneves@telecall.com,27993744
Fábio Eduardo Campos,13-03-1953,57995115652,Larissa Alana ,986924981,fabioeduardocampos_@broutdoor.com.br,25841489
Sarah Alice Figueiredo,08-06-1962,11728431557,Luiza Luzia Allana ,988234328,sarahalicefigueiredo_@comercialrizzo.com,25935820
Alice Liz Adriana Duarte,22-10-1975,58548099313,Malu Alana ,988102004,alicelizadrianaduarte__alicelizadrianaduarte@newpark.com,25873226
Bárbara Alessandra Teixeira,20-09-1942,9313321769,Esther Olivia Rafaela ,995354550,barbaraalessandrateixeira_@carreira.com.br,29573191
Enrico Hugo Teixeira,22-10-1946,99423221912,Andreia Cecília Raimunda ,992569574,eenricohugoteixeira@ativacofres.com.br,27875054
Arthur Luís Carlos Eduardo da Cunha,16-10-1959,51365499472,Carolina Evelyn Larissa ,998649014,arthurluiscarloseduardodacunha__arthurluiscarloseduardodacunha@optovac.com.br,38405764
Rayssa Simone Pereira,10-02-1963,43058344481,Sueli Heloise ,984849267,rayssasimonepereira_@truran.com.br,38732259
Ester Emily Nogueira,17-11-1958,56959889421,Malu Vera Manuela ,996663119,esteremilynogueira_@rabelloadvogados.com.br,25659854
Rodrigo Marcos Thomas Martins,10-10-1987,93843883351,Eduarda Francisca Juliana ,992833372,rrodrigomarcosthomasmartins@acritica.com.br,25105522
Luna Esther Alessandra Dias,20-10-1944,52426094788,Daniela Valentina Maya ,991759391,llunaestheralessandradias@deca.com.br,38974581
