nome,data_nasc,cpf,mae,celular,email,telefone_fixo
Sérgio Daniel Paz,01-08-1971,88423561070,Isis Giovanna Andreia ,999514879.0,sergiodanieldapaz..sergiodanieldapaz@contjulioroberto.com.br,26332181.0
Alice Liz Adriana Duarte,22-10-1975,58548099313,Malu Alana ,988102004.0,alicelizadrianaduarte__alicelizadrianaduarte@newpark.com,25873226.0
Joaquim Otávio Rafael Barbosa,14-10-1942,62180461410,Heloisa Cecília ,992710386.0,joaquimotaviorafaelbarbosa__joaquimotaviorafaelbarbosa@likaleal.com.br,37327537.0
Bento D Julio Santos,16-04-1942,70372085822,Luiza Patrícia Sara ,995162939.0,bentodavijuliosantos-94@simsvale.com.br,39799646.0
Davi Francisco Isaac Mata,26-04-1946,76236274061,Giovana Sônia Aurora ,985274926.0,ddavifranciscoisaacdamata@sunrise.com.br,27999584.0
Eduardo Iago Oliveira,09-09-1952,47817877971,Isabela Rebeca Aparecida ,996713963.0,eduardoiagooliveira_@localiza.com,37959207.0
Nicolas Diogo Kaue Alves,13-02-1966,43778886762,Marli Sueli ,988534273.0,nicolasdiogokauealves__nicolasdiogokauealves@aguianet.com.br,25027842.0
Fernando Igor Elias Ribeiro,05-11-1943,34830254726,Yasmin Sônia Louise ,984183898.0,ffernandoigoreliasribeiro@ipek.net.br,39557732.0
Pedro Henrique Augusto Fernandes,01-06-1985,52398583902,Gabrielly Rayssa Sueli ,989411439.0,pedrohenriqueaugustofernandes_@panfletosecia.com,37198223.0
Rafaela Francisca Mendes,07-11-1974,31087464641,Lara Sebastiana Caroline ,993694771.0,rafaelafranciscamendes_@caiuas.com.br,35613566.0
Vera Mariane Marcela Assis,02-03-1978,16421457932,Flávia Sebastiana ,998926682.0,veramarianemarcelaassis-83@apso.org.br,25645829.0
Emilly Sarah Drumond,15-02-1984,35010247542,Bianca Ana Aurora ,989121342.0,eemillysarahdrumond@simsvale.com.br,26876681.0
Yuri Enrico Caue Gomes,11-01-1960,56688127075,Carla Josefa Catarina ,998045602.0,yurienricocauegomes-87@band.com,27222086.0
Giovanna Milena Costa,15-10-1973,30436667711,Louise Carolina ,988072354.0,ggiovannamilenacosta@viavaleseguros.com.br,27274414.0
Tomás Nathan Rodrigo Monteiro,07-08-1992,79488188804,Priscila Cristiane Stella ,988940612.0,tomasnathanrodrigomonteiro_@homtail.com,29319890.0
Isabela Maria Costa,17-03-1950,75260743687,Marli Rosa Tânia ,987495804.0,isabelamariacosta..isabelamariacosta@powerblade.com.br,25078704.0
Eliane Marina Ayla Rocha,20-11-1964,20857181670,Isabela Lorena ,988064161.0,elianemarinaaylarocha-94@vpsa.com.br,39424023.0
Pietro Sebastião Gomes,27-11-1988,52679447506,Milena Betina Priscila ,988514077.0,pietrosebastiaogomes-84@dominiozeladoria.com.br,38899861.0
Bárbara Alessandra Teixeira,20-09-1942,9313321769,Esther Olivia Rafaela ,995354550.0,barbaraalessandrateixeira_@carreira.com.br,29573191.0
Enzo Albuquerque Silva,19-01-2015,58762423819,Mariana Santos Albuquerque,11998970549,antonio.silva@gmail.com,1135494656
Arthur Paulo Enzo Duarte,13-05-1963,41834442508,Marli Pietra Vanessa ,987443014.0,arthurpauloenzoduarte_@grupoarteoficio.com.br,36893969.0
Jennifer Carolina Marlene Gonc,21-01-1972,24160335225,Aline Isabel ,991675406.0,jennifercarolinamarlenegoncalves..jennifercarolinamarlenegoncalves@digitalsj.com.br,37580244.0
Luna Esther Alessandra Dias,20-10-1944,52426094788,Daniela Valentina Maya ,991759391.0,llunaestheralessandradias@deca.com.br,38974581.0
Laura Kamilly Paula,20-09-1950,14682291769,Maria Laura ,986204665.0,llaurakamillydepaula@unicohost.com.br,35955638.0
Cláudia Bruna Ribeiro,10-03-1946,3943613186,Jéssica Andreia Elza ,998517736.0,claudiabrunaribeiro..claudiabrunaribeiro@hotmai.com,38615759.0
Priscila Emanuelly Jesus,14-07-1967,26056059146,Yasmin Isadora Alícia ,994658940.0,ppriscilaemanuellyjesus@allianceconsultoria.com.br,28847197.0
Ester Vera Ferreira,23-01-1977,60805627901,Lavínia Vera Alessandra ,993757131.0,esterveraferreira..esterveraferreira@thewishes.com.br,28594692.0
Isadora Beatriz Pietra Paula,16-06-1985,33561254195,Clarice Isadora Stefany ,991353855.0,iisadorabeatrizpietradepaula@mastria.com.br,27505001.0
Anderson Raul Rafael Assuncão,20-02-1970,24186583250,Sônia Raimunda Analu ,999404118.0,andersonraulrafaelassuncao__andersonraulrafaelassuncao@opcaoeduca.com.br,27539426.0
Lara Adriana Cardoso,02-02-1959,54500252894,Yasmin Josefa Gabrielly ,995811227.0,laraadrianacardoso..laraadrianacardoso@grupointegraambiental.com.br,25727042.0
Hadassa Maria Sueli Souza,20-01-1941,97061570938,Andrea Clarice ,985734630.0,hadassamariasuelisouza__hadassamariasuelisouza@vitacard.com.br,37578406.0
Laís Pietra Alice Cruz,15-08-1949,83815768497,Sabrina Benedita ,991877833.0,laispietraalicedacruz-71@inforgel.com,38590612.0
Alessandra Luana Farias,16-02-1982,29531116970,Maria Bruna ,999005935.0,alessandraluanafarias-98@esctech.com.br,37327286.0
Rita Juliana Luz,09-08-1947,81496796772,Analu Luiza Lorena ,988848829.0,ritajulianadaluz_@bhcervejas.com.br,35050497.0
Thomas Marcelo Bernardes,15-03-1976,74908825670,Giovanna Isabela ,992116442.0,thomasmarcelobernardes-96@akto.com.br,37499077.0
